cve_prod,new_med,lote,lugar,cve_monc,tip_cam,cto_ent,stalote,cve_tial,cse_prod,fact_peso,ind_med,existencia,cosprom,fech_venc,diasvida,cve_monc2,cto_ent2,peso_tot,desc_prod,codbar,uni_med,lista_med,des_lug,des_tial,otrodl1,otrodl2,desc_med
51PLFX02,,23G007,5,1,1,17.42,1,1,MAQUILA,0,0,13,15.55311784,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G008,5,1,1,17.42,1,1,MAQUILA,0,0,15,16.07237286,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G009,5,1,1,17.42,1,1,MAQUILA,0,0,33,16.41252053,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G010,5,1,1,17.42,1,1,MAQUILA,0,0,32,15.744386,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G011,5,1,1,17.42,1,1,MAQUILA,0,0,32,15.744386,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G012,5,1,1,17.42,1,1,MAQUILA,0,0,17,16.29907397,30/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G013,5,1,1,17.42,1,1,MAQUILA,0,0,5,15.68539291,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G022,5,1,1,17.42,1,1,MAQUILA,0,0,17,15.80305983,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G023,5,1,1,17.42,1,1,MAQUILA,0,0,31,15.74372258,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G024,5,1,1,17.42,1,1,MAQUILA,0,0,21,15.80472111,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G027,5,1,1,17.42,1,1,MAQUILA,0,0,12,15.848007,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G028,5,1,1,17.42,1,1,MAQUILA,0,0,13,16.15336136,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G030,5,1,1,17.42,1,1,MAQUILA,0,0,7,15.69670498,31/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G038,5,1,1,17.42,1,1,MAQUILA,0,0,13,15.85959576,30/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G039,5,1,1,17.42,1,1,MAQUILA,0,0,34,16.23219566,30/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23G041,5,1,1,17.42,1,1,MAQUILA,0,0,5,15.90906038,30/07/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H001,5,1,1,17.42,1,1,MAQUILA,0,0,6,15.6787183,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H003,5,1,1,17.42,1,1,MAQUILA,0,0,13,15.87980563,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H004,5,1,1,17.42,1,1,MAQUILA,0,0,6,15.90286044,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H008,5,1,1,17.42,1,1,MAQUILA,0,0,1,16.79050107,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H022,5,1,1,17.42,1,1,MAQUILA,0,0,13,16.1966056,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H024,5,1,1,17.42,1,1,MAQUILA,0,0,3,16.71610707,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H027,5,1,1,17.42,1,1,MAQUILA,0,0,3,-15903.27273,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H028,5,1,1,17.42,1,1,MAQUILA,0,0,14,-118.1152328,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H030,5,1,1,17.42,1,1,MAQUILA,0,0,5,16.72584055,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H032,5,1,1,17.42,1,1,MAQUILA,0,0,4,16.20789147,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H035,5,1,1,17.42,1,1,MAQUILA,0,0,15,12.48925729,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H036,5,1,1,17.42,1,1,MAQUILA,0,0,2,15.78357425,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H037,5,1,1,17.42,1,1,MAQUILA,0,0,22,16.36251715,31/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H050,5,1,1,17.42,1,1,MAQUILA,0,0,1,15.30303237,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H051,5,1,1,17.42,1,1,MAQUILA,0,0,7,14.74408764,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H053,5,1,1,17.42,1,1,MAQUILA,0,0,44,-167.3057908,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23H055,5,1,1,17.42,1,1,MAQUILA,0,0,10,16.42963751,30/08/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23I001,5,1,1,17.42,1,1,MAQUILA,0,0,4,15.50470566,30/09/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23I004,5,1,1,17.42,1,1,MAQUILA,0,0,14,12.48350714,30/09/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23I005,5,1,1,17.42,1,1,MAQUILA,0,0,12,13.89320987,30/09/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23I006,5,1,1,17.42,1,1,MAQUILA,0,0,2,14.70860188,30/09/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23I007,5,1,1,17.42,1,1,MAQUILA,0,0,3,14.70286306,30/09/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,23I008,5,1,1,17.42,1,1,MAQUILA,0,0,12,17.77806344,30/09/2025,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,24D024,5,1,1,17.42,1,1,MAQUILA,0,0,1,-31.54105374,30/04/2026,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,24F006,5,1,1,17.42,1,1,MAQUILA,0,0,38,-30.82895477,30/06/2026,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25C001,5,1,1,17.42,1,1,MAQUILA,0,0,10,17.95801626,30/03/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25C002,5,1,1,17.42,1,1,MAQUILA,0,0,31,17.95801626,30/03/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25C003,5,1,1,17.42,1,1,MAQUILA,0,0,80,17.95801626,30/03/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25C004,5,1,1,17.42,1,1,MAQUILA,0,0,5,17.9580162,30/03/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25C033,5,1,1,17.42,1,1,MAQUILA,0,0,35,0,30/03/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25D009,5,1,1,17.42,1,1,MAQUILA,0,0,30,17.95801622,30/04/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25D012,5,1,1,17.42,1,1,MAQUILA,0,0,22,17.95801626,30/04/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25D013,5,1,1,17.42,1,1,MAQUILA,0,0,4,17.95801626,30/04/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25D014,5,1,1,17.42,1,1,MAQUILA,0,0,24,14.89,30/04/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,2.50E+67,5,1,1,17.42,1,1,MAQUILA,0,0,57,23.63685,30/05/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,2.50E+69,5,1,1,17.42,1,1,MAQUILA,0,0,5,17.42,30/05/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25F105,5,1,1,17.42,1,1,MAQUILA,0,0,3,17.42,30/06/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25F108,5,1,1,17.42,1,1,MAQUILA,0,0,117,17.42,30/06/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25F109,5,1,1,17.42,1,1,MAQUILA,0,0,50,17.42,30/06/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25F110,5,1,1,17.42,1,1,MAQUILA,0,0,29,17.42,30/06/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25F125,5,1,1,17.42,1,1,MAQUILA,0,0,20,17.42,30/06/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25F127,5,1,1,17.42,1,1,MAQUILA,0,0,35,17.42,30/06/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25F128,5,1,1,17.42,1,1,MAQUILA,0,0,47,17.42,30/06/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25G022,5,1,1,17.42,1,1,MAQUILA,0,0,33,35.33504043,30/06/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25G035,5,1,1,17.42,1,1,MAQUILA,0,0,3,17.42,31/07/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25G036,5,1,1,17.42,1,1,MAQUILA,0,0,23,17.42,31/07/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFX02,,25G037,5,1,1,17.42,1,1,MAQUILA,0,0,13,17.42,31/07/2027,0,1,17.42,0,FIBOTAX SIMILARES 10g C/10 SOBRES,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPCA01,,24L019,5,1,1,24.7177948,1,1,MARCA PROP,0,0,14,-123.591759,30/12/2026,0,1,24.7177948,0,COMPLETE ACTIVE FCO/60 CAPS,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPCA01,,25C009,5,1,1,24.7177948,1,1,MARCA PROP,0,0,466,24.7177948,30/03/2027,0,1,24.7177948,0,COMPLETE ACTIVE FCO/60 CAPS,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPCD01,,25A056,5,1,1,11.85,1,1,MARCA PROP,0,0,33,17.58146667,30/01/2027,0,1,11.85,0,"CALCIO, VIT. D3 Y COLÁGENO FCO/60 CAPS",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPCD01,,2.50E+63,5,1,1,11.85,1,1,MARCA PROP,0,0,555,11.85,31/05/2027,0,1,11.85,0,"CALCIO, VIT. D3 Y COLÁGENO FCO/60 CAPS",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPCV01,,24F0148,5,1,1,21.445813,1,1,MARCA PROP,0,0,31,0,30/06/2026,0,1,21.445813,0,"COENZIMAQ10, OM3, VIT Y MIN FCO/30 CAPS",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPCV01,,24F0155,5,1,1,21.445813,1,1,MARCA PROP,0,0,15,24.084549,30/06/2026,0,1,21.445813,0,"COENZIMAQ10, OM3, VIT Y MIN FCO/30 CAPS",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPCV01,,24K0281,5,1,1,21.445813,1,1,MARCA PROP,0,0,12,21.44302155,30/11/2026,0,1,21.445813,0,"COENZIMAQ10, OM3, VIT Y MIN FCO/30 CAPS",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPCV01,,25H012,5,1,1,21.445813,1,1,MARCA PROP,0,0,231,21.445813,31/08/2027,0,1,21.445813,0,"COENZIMAQ10, OM3, VIT Y MIN FCO/30 CAPS",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPOM01,,25G021,5,1,1,62.92,1,1,MARCA PROP,0,0,31,62.92,31/07/2027,0,1,62.92,0,"OMEGA 3, 6 Y 9 C/60 CAPS AL NATURAL",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPOM01,,25H044,5,1,1,62.92,1,1,MARCA PROP,0,0,326,62.92,31/08/2027,0,1,62.92,0,"OMEGA 3, 6 Y 9 C/60 CAPS AL NATURAL",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPOM01,,25I029,5,1,1,62.92,1,1,MARCA PROP,0,0,1560,62.92,30/09/2027,0,1,62.92,0,"OMEGA 3, 6 Y 9 C/60 CAPS AL NATURAL",,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPOM02,,25B057,5,1,1,29.05,1,1,MARCA PROP,0,0,3,0,30/01/2028,0,1,29.05,0,OMEGA 3 C/60 CAPS AL NATURAL,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPOM02,,25C041,5,1,1,29.05,1,1,MARCA PROP,0,0,13,56.49081313,30/03/2027,0,1,29.05,0,OMEGA 3 C/60 CAPS AL NATURAL,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPOM02,,25I028,5,1,1,29.05,1,1,MARCA PROP,0,0,798,29.05,30/09/2027,0,1,29.05,0,OMEGA 3 C/60 CAPS AL NATURAL,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPVAF01,,24L062,5,1,1,24.46952,1,1,MARCA PROP,0,0,582,27.28715289,28/02/2027,0,1,24.46952,0,VITAMINA A 200 MG C/30 CAPSULAS BLANDAS,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51CPVB01,,2.50E+64,5,1,1,16.9,1,1,MARCA PROP,0,0,250,16.9,31/05/2027,0,1,16.9,0,VITAMINA B12 C/30 CÁPSULAS 400mg,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51JBMP01,,25F0141,5,1,1,16.11,1,1,MARCA PROP,0.35,0,1027,16.11,30/06/2027,0,1,16.11,359.45,MIEL/PROPOLEO/MENTA Y EUCALIPTO 240ML,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFC01,,25F032,5,1,1,140.12,1,1,MARCA PROP,0,0,327,108.1679498,30/06/2027,0,1,140.12,0,COLÁGENO SABOR FRESA BOLSA CON 300 GR,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLFC01,,25G013,5,1,1,140.12,1,1,MARCA PROP,0,0,955,140.12,31/07/2027,0,1,140.12,0,COLÁGENO SABOR FRESA BOLSA CON 300 GR,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLVC01,,25F033,5,1,1,140.12,1,1,MARCA PROP,0,0,36,140.12,30/06/2027,0,1,140.12,0,COLÁGENO SABOR VAINILLA BOLSA CON 600 g,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51PLVC01,,25G012,5,1,1,140.12,1,1,MARCA PROP,0,0,191,140.12,31/07/2027,0,1,140.12,0,COLÁGENO SABOR VAINILLA BOLSA CON 600 g,,PZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51TBAC01,,23L0328,5,1,1,7.4160399,1,1,MARCA PROP,0,0,42,10.17605076,30/12/2025,0,1,7.4160399,0,ACIDO FOLICO C/30 TABS AL NATURAL,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51TBAC01,,25A0015,5,1,1,7.4160399,1,1,MARCA PROP,0,0,2224,7.40969673,30/01/2027,0,1,7.4160399,0,ACIDO FOLICO C/30 TABS AL NATURAL,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51TBAP01,,24A011,5,1,1,9.29,1,1,MARCA PROP,0,0,49,0,30/01/2026,0,1,9.29,0,ÁCIDO FÓLICO / PROTEÍNA DE ARROZ,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51TBAP01,,24F009,5,1,1,9.29,1,1,MARCA PROP,0,0,1,-9.0044385,30/06/2026,0,1,9.29,0,ÁCIDO FÓLICO / PROTEÍNA DE ARROZ,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
51TBAP01,,25C008,5,1,1,9.29,1,1,MARCA PROP,0,0,13,9.9091375,30/03/2027,0,1,9.29,0,ÁCIDO FÓLICO / PROTEÍNA DE ARROZ,,PIEZA,,ALMACEN PT APROBADOS,PRODUCTO TERMINADO,,,
